addit	addt	0.10714285714285714
dd	dd	0.723404255319149
⟬ad	⟬ad	0.9142857142857143
tion	tion	0.7976190476190477
di	d	0.05000000000000001
addi	add	0.10344827586206899
it	t	0.08495145631067962
ie	ie	0.5454545454545454
wi	wi	0.8571428571428571
unwie	unwie	0.9090909090909091
unwi	unwi	0.9523809523809523
nw	nw	0.96
ield	ieldl	0.06451612903225806
d	dl	0.0029629629629629624
⟬unw	⟬unw	0.9565217391304348
y	ly	0.007853403141361258
un	un	0.8426395939086294
⟬u	⟬u	0.9416666666666667
ldy	ldly	0.13636363636363635
eld	eldl	0.07692307692307693
unw	unw	0.9565217391304348
nwiel	nwiel	0.9090909090909091
ield	ield	0.6451612903225806
wiel	wiel	0.8333333333333334
⟬unwi	⟬unwi	0.9523809523809523
ld	ldl	0.05263157894736841
eldy	eldly	0.09523809523809525
dy	dly	0.08823529411764706
wield	wield	0.8
iel	iel	0.7586206896551724
nwie	nwie	0.9090909090909091
⟬un	⟬un	0.970873786407767
wie	wie	0.8333333333333334
nwi	nwi	0.9523809523809523
lel	lel	0.7575757575757576
els	els	0.7586206896551724
rall	rell	0.05000000000000001
⟬para	⟬pare	0.06896551724137931
arall	arell	0.07999999999999999
ll	ll	0.5870307167235495
all	ell	0.011235955056179777
llels	llels	0.9523809523809523
alle	elle	0.03278688524590164
⟬par	⟬par	0.8113207547169812
pa	pa	0.7651006711409396
⟬pa	⟬pa	0.9384615384615385
ra	re	0.0547945205479452
paral	parel	0.07692307692307693
al	el	0.020992366412213737
para	pare	0.03846153846153846
llel	llel	0.78125
lle	lle	0.5730337078651685
ral	rel	0.05172413793103449
lels	lels	0.9523809523809523
a	e	0.03815066278693824
⟬p	⟬p	0.972027972027972
le	le	0.701058201058201
ara	are	0.07142857142857141
ralle	relle	0.07692307692307693
allel	ellel	0.06451612903225806
par	par	0.6705882352941176
ls	ls	0.8
aral	arel	0.06451612903225806
dmin	dmin	0.96
dm	dm	0.8918918918918919
admi	admi	0.9354838709677419
inis	ins	0.23529411764705885
tor	tor	0.6712328767123288
ini	in	0.18055555555555555
istra	stra	0.17391304347826086
strat	strat	0.8125
ra	ra	0.7054794520547946
trat	trat	0.7659574468085106
st	st	0.8401253918495298
is	s	0.043583535108958835
inist	inst	0.2413793103448276
ni	n	0.07870370370370372
nis	ns	0.1702127659574468
nist	nst	0.19444444444444445
admin	admin	0.96
adm	adm	0.9354838709677419
rato	rato	0.8571428571428571
tr	tr	0.7565217391304347
tra	tra	0.7623762376237624
rat	rat	0.7368421052631579
⟬adm	⟬adm	0.9333333333333333
⟬admi	⟬admi	0.9655172413793104
stra	stra	0.775
rator	rator	0.8888888888888888
istr	str	0.1935483870967742
at	at	0.822141560798548
mini	min	0.25
ato	ato	0.717391304347826
ist	st	0.09009009009009009
dmini	dmin	0.2
to	to	0.7045454545454546
trato	trato	0.9130434782608695
mi	mi	0.6968325791855203
nistr	nstr	0.23076923076923078
ator	ator	0.6976744186046512
or	or	0.6873385012919897
str	str	0.6470588235294118
min	min	0.717948717948718
minis	mins	0.25
dmi	dmi	0.9354838709677419
illar	illar	0.78125
pil	pil	0.9428571428571428
il	il	0.6808510638297872
pi	pi	0.8142857142857143
terpi	tepi	0.10714285714285714
erpil	epil	0.09374999999999999
rpill	pill	0.15625
aterp	atep	0.10714285714285714
erp	ep	0.09302325581395347
⟬ca	⟬ca	0.989247311827957
terp	tep	0.11764705882352941
ca	ca	0.8071748878923767
er	e	0.036334913112164295
rp	p	0.2625
ill	ill	0.68
lar	lar	0.6865671641791045
ater	ate	0.07317073170731705
rpil	pil	0.15625
pill	pill	0.84375
⟬cat	⟬cat	0.8837209302325582
r		0.07422823447797432
⟬c	⟬c	0.9894291754756871
lla	lla	0.6511627906976745
rpi	pi	0.15625
⟬cate	⟬cate	0.8181818181818182
ate	ate	0.7743362831858407
erpi	epi	0.08333333333333333
cate	cate	0.6590909090909091
ter	te	0.043478260869565216
llar	llar	0.7575757575757576
cat	cat	0.875
illa	illa	0.6756756756756757
la	la	0.7193877551020408
cater	cate	0.10714285714285714
pilla	pilla	0.78125
entr	entr	0.9259259259259259
ates	ates	0.9
nce	nse	0.09826589595375725
cent	sent	0.10526315789473682
es	es	0.7945670628183361
ncent	nsent	0.17391304347826086
⟬co	⟬co	0.9595959595959596
ntr	ntr	0.864406779661017
⟬conc	⟬cons	0.27586206896551724
conc	cons	0.3
centr	sentr	0.16666666666666669
ntrat	ntrat	0.9565217391304348
rates	rates	0.9259259259259259
conce	conse	0.32142857142857145
ntra	ntra	0.9583333333333334
⟬con	⟬con	0.9391891891891891
rate	rate	0.7605633802816901
ncen	nsen	0.17391304347826086
ce	se	0.06216216216216215
oncen	onsen	0.17391304347826086
co	co	0.8929440389294404
onc	ons	0.2903225806451613
c	s	0.02131979695431472
once	onse	0.32142857142857145
cen	sen	0.15254237288135594
entra	entra	0.9565217391304348
con	con	0.9333333333333333
nc	ns	0.0708955223880597
tes	tes	0.88
trate	trate	0.8
ette	ette	0.8846153846153846
tte	tte	0.7592592592592593
ele	le	0.09803921568627452
el	l	0.10878661087866111
ett	ett	0.8181818181818182
⟬o	⟬o	0.9705882352941176
tt	tt	0.6588235294117647
omele	omle	0.09523809523809525
mele	mle	0.0909090909090909
⟬ome	⟬om	0.09523809523809525
elett	lett	0.09523809523809525
ome	om	0.11904761904761905
et	et	0.6748466257668712
melet	mlet	0.09523809523809525
lett	lett	0.875
e		0.04909284951974385
omel	oml	0.09523809523809525
⟬om	⟬om	0.8333333333333334
me	m	0.028125
let	let	0.7714285714285715
mel	ml	0.11111111111111109
elet	let	0.0909090909090909
⟬omel	⟬oml	0.09523809523809525
lette	lette	0.9545454545454546
dir	dir	0.9523809523809523
irect	irect	0.9523809523809523
dire	dire	0.9523809523809523
tory	toty	0.0588235294117647
⟬dire	⟬dire	0.9523809523809523
ector	ectot	0.0909090909090909
r	t	0.0027748872702046475
irec	irec	0.9523809523809523
ct	ct	0.8104575163398693
ect	ect	0.8378378378378378
ctor	ctot	0.08695652173913045
ctory	ctoty	0.09523809523809525
recto	recto	0.9090909090909091
ecto	ecto	0.9090909090909091
⟬di	⟬di	0.9043478260869565
ec	ec	0.7892561983471075
or	ot	0.007751937984496126
cto	cto	0.9130434782608695
re	re	0.7845220030349014
⟬dir	⟬dir	0.9523809523809523
ry	ty	0.02962962962962963
rect	rect	0.7857142857142857
ire	ire	0.8709677419354839
⟬d	⟬d	0.9769230769230769
rec	rec	0.7653061224489796
di	di	0.8166666666666667
ory	oty	0.05555555555555554
ir	ir	0.7254901960784313
direc	direc	0.9523809523809523
tor	tot	0.027397260273972598
cia	cia	0.6301369863013698
ial	ial	0.6853932584269663
ised	lized	0.057142857142857134
is	iz	0.0532687651331719
s	z	0.008627156789197302
se	ze	0.05511811023622046
al	all	0.032442748091603045
lis	lliz	0.028985507246376805
al	al	0.8129770992366412
⟬spe	⟬spe	0.9142857142857143
ali	alli	0.1311475409836066
alis	alliz	0.06451612903225806
sp	sp	0.8584905660377359
li	lli	0.07079646017699115
is	liz	0.004842615012106536
ise	ize	0.25925925925925924
peci	peci	0.9032258064516129
spec	spec	0.868421052631579
ia	ia	0.6280193236714976
l	ll	0.03721841332027424
ised	ized	0.22857142857142856
⟬spec	⟬spec	0.9666666666666667
lise	llize	0.0909090909090909
pecia	pecia	0.9583333333333334
ial	iall	0.033707865168539325
i	li	0.008324084350721418
sed	zed	0.12903225806451615
ise	lize	0.037037037037037035
cial	cial	0.6415094339622641
speci	speci	0.8387096774193549
pe	pe	0.7758620689655172
⟬sp	⟬sp	0.9375
pec	pec	0.975
ecial	ecial	0.9583333333333334
ed	ed	0.8485981308411215
eci	eci	0.7959183673469388
ci	ci	0.6142857142857143
ecia	ecia	0.9259259259259259
spe	spe	0.7777777777777778
iali	ialli	0.1153846153846154
cial	ciall	0.05660377358490567
laun	laun	0.9545454545454546
aunch	aunch	0.9545454545454546
che	ch	0.12765957446808512
es	s	0.042444821731748725
aun	aun	0.9545454545454546
⟬lau	⟬lau	0.9545454545454546
unc	unc	0.782608695652174
⟬l	⟬l	0.98989898989899
ch	ch	0.8406593406593407
aunc	aunc	0.9545454545454546
hes	hs	0.13333333333333333
unch	unch	0.9166666666666666
nche	nch	0.0909090909090909
nch	nch	0.8518518518518519
lau	lau	0.9583333333333334
au	au	0.717948717948718
⟬laun	⟬laun	0.9545454545454546
nc	nc	0.7798507462686567
ches	chs	0.15999999999999998
he	h	0.0660377358490566
unche	unch	0.09523809523809525
launc	launc	0.9545454545454546
⟬la	⟬la	0.972972972972973
nches	nchs	0.09523809523809525
ame	mae	0.06666666666666667
same	smae	0.09523809523809525
sam	sma	0.09523809523809525
⟬same	⟬smae	0.09523809523809525
am	ma	0.03846153846153846
⟬sam	⟬sma	0.09523809523809525
makin	amkin	0.0909090909090909
kin	kin	0.9615384615384616
ma	am	0.015957446808510644
⟬ma	⟬am	0.03448275862068965
⟬mak	⟬amk	0.11111111111111109
mak	amk	0.11111111111111109
maki	amki	0.0909090909090909
ing	ing	0.8198198198198198
ng	ng	0.8953168044077136
⟬maki	⟬amki	0.0909090909090909
⟬makin	⟬amkin	0.0909090909090909
ki	ki	0.9615384615384616
making	amking	0.0909090909090909
king	king	0.9583333333333334
form	fom	0.11904761904761905
ormed	omed	0.07999999999999999
rmed	med	0.08333333333333333
or	o	0.03875968992248061
fo	fo	0.9176470588235294
⟬fo	⟬fo	0.9245283018867925
rm	m	0.10344827586206899
⟬form	⟬fom	0.07142857142857141
orme	ome	0.10344827586206899
forme	fome	0.10714285714285714
orm	om	0.11111111111111109
med	med	0.8095238095238095
rme	me	0.10344827586206899
⟬for	⟬fo	0.07317073170731705
for	fo	0.08333333333333333
⟬f	⟬f	0.9827586206896551
cog	cog	0.9166666666666666
ogniz	ogniz	0.8695652173913043
cogn	cogn	0.8333333333333334
cogni	cogni	0.8333333333333334
zan	zen	0.0909090909090909
nizan	nizen	0.09523809523809525
zant	zent	0.09523809523809525
⟬cog	⟬cog	0.9523809523809523
gniz	gniz	0.8695652173913043
⟬cogn	⟬cogn	0.9523809523809523
gniza	gnize	0.09523809523809525
iz	iz	0.7619047619047619
za	ze	0.06896551724137931
ogni	ogni	0.8333333333333334
niza	nize	0.08695652173913045
og	og	0.8539325842696629
an	en	0.1449275362318841
ogn	ogn	0.8333333333333334
iza	ize	0.07142857142857141
niz	niz	0.8571428571428571
ant	ent	0.25735294117647056
izan	izen	0.09523809523809525
izant	izent	0.09523809523809525
truct	tuct	0.15625
⟬stru	⟬stu	0.15999999999999998
stru	stu	0.15789473684210523
ure	ure	0.88
tr	t	0.13043478260869565
uc	uc	0.8681318681318682
tur	tur	0.6533333333333333
ruct	uct	0.14705882352941177
ru	u	0.1940298507462687
cture	cture	0.8571428571428571
ruc	uc	0.1388888888888889
tru	tu	0.17777777777777776
ture	ture	0.8222222222222222
⟬st	⟬st	0.9583333333333334
uct	uct	0.9393939393939394
struc	stuc	0.16129032258064513
⟬str	⟬st	0.1590909090909091
tured	tured	0.88
ured	ured	0.8461538461538461
str	st	0.16470588235294117
red	red	0.6794871794871795
uctur	uctur	0.9130434782608695
tu	tu	0.7734375
ur	ur	0.6885245901639344
truc	tuc	0.14705882352941177
ructu	uctu	0.12500000000000003
ctu	ctu	0.7894736842105263
ctur	ctur	0.7222222222222222
uctu	uctu	0.9565217391304348
over	over	0.8461538461538461
erwhe	erwhe	0.9090909090909091
whel	whel	0.8695652173913043
mi	imi	0.018099547511312226
ve	ve	0.8576779026217228
hel	hel	0.8
ver	ver	0.8691588785046729
lmin	limin	0.13043478260869565
ming	ming	0.7419354838709677
⟬over	⟬over	0.9583333333333334
verw	verw	0.9545454545454546
rwhel	rwhel	0.9090909090909091
lm	lim	0.09677419354838708
lmi	limi	0.12500000000000003
el	eli	0.008368200836820081
verwh	verwh	0.9090909090909091
rwhe	rwhe	0.9090909090909091
m	im	0.00720576461168935
whel	wheli	0.08695652173913045
wh	wh	0.8095238095238095
elmi	elimi	0.0909090909090909
ov	ov	0.8452380952380952
hel	heli	0.06666666666666667
overw	overw	0.9545454545454546
he	he	0.7358490566037735
min	imin	0.05128205128205127
helm	helim	0.08695652173913045
whe	whe	0.7741935483870968
⟬ove	⟬ove	0.9583333333333334
elm	elim	0.08695652173913045
erwh	erwh	0.9090909090909091
l	li	0.00881488736532811
erw	erw	0.9565217391304348
rw	rw	0.9166666666666666
ming	iming	0.06451612903225806
⟬ov	⟬ov	0.9583333333333334
rwh	rwh	0.9090909090909091
ove	ove	0.7313432835820896
iple	iple	0.9523809523809523
prin	pri	0.10714285714285714
princ	pric	0.1153846153846154
inc	ic	0.09859154929577466
ip	ip	0.8615384615384616
⟬pri	⟬pri	0.9787234042553191
incip	icip	0.1153846153846154
inci	ici	0.11428571428571427
nc	c	0.06716417910447761
pl	pl	0.8289473684210527
ncip	cip	0.10714285714285714
pr	pr	0.8773946360153256
pri	pri	0.9102564102564102
ipl	ipl	0.96
nci	ci	0.12500000000000003
rinci	rici	0.1153846153846154
n		0.04209479615512099
ciple	ciple	0.9523809523809523
cipl	cipl	0.9090909090909091
⟬pr	⟬pr	0.9775280898876404
cip	cip	0.8157894736842105
⟬prin	⟬pri	0.11111111111111109
in	i	0.020176544766708698
ple	ple	0.7333333333333333
rinc	ric	0.11111111111111109
ri	ri	0.7588832487309645
ncipl	cipl	0.09523809523809525
rin	ri	0.05333333333333334
iaiso	iaso	0.13043478260869565
⟬liai	⟬lia	0.13636363636363635
aison	ason	0.13043478260869565
iai	ia	0.13636363636363635
ais	as	0.10344827586206899
so	so	0.7073170731707317
iais	ias	0.13043478260869565
⟬lia	⟬lia	0.9166666666666666
lia	lia	0.62
liai	lia	0.13636363636363635
⟬li	⟬li	0.8620689655172413
li	li	0.6932153392330384
liais	lias	0.13043478260869565
aiso	aso	0.13043478260869565
ai	a	0.12389380530973451
ison	son	0.09677419354838708
son	son	0.75
iso	so	0.07317073170731705
ontr	ontr	0.8947368421052632
ove	ave	0.044776119402985065
ro	ra	0.011152416356877328
versy	versy	0.9090909090909091
ntrov	ntrav	0.10714285714285714
ntro	ntra	0.07894736842105263
cont	cont	0.9482758620689655
ov	av	0.03571428571428572
⟬cont	⟬cont	0.9814814814814815
ersy	ersy	0.8695652173913043
vers	vers	0.7142857142857143
overs	avers	0.06666666666666667
tro	tra	0.05660377358490567
trove	trave	0.10714285714285714
rov	rav	0.07317073170731705
rsy	rsy	0.8695652173913043
ontro	ontra	0.09374999999999999
o	a	0.014542343883661242
sy	sy	0.803921568627451
rs	rs	0.8116883116883117
ers	ers	0.7272727272727273
over	aver	0.0576923076923077
rover	raver	0.10714285714285714
ont	ont	0.9076923076923077
rove	rave	0.09677419354838708
trov	trav	0.10714285714285714
contr	contr	0.8947368421052632
rran	rran	0.7333333333333333
gemen	gmen	0.2413793103448276
arran	arran	0.75
ange	ang	0.1935483870967742
nge	ng	0.17777777777777776
rang	rang	0.7777777777777778
range	rang	0.11111111111111109
ran	ran	0.6637168141592921
geme	gme	0.2413793103448276
rra	rra	0.6136363636363636
emen	men	0.27941176470588236
ement	ment	0.296875
ngeme	ngme	0.12000000000000001
⟬ar	⟬ar	0.922077922077922
rrang	rrang	0.8076923076923077
em	m	0.1020408163265306
ang	ang	0.7368421052631579
⟬arr	⟬arr	0.7931034482758621
ge	g	0.1130952380952381
gem	gm	0.2413793103448276
rr	rr	0.5816993464052288
angem	angm	0.12000000000000001
an	an	0.7018633540372671
eme	me	0.2235294117647059
⟬arra	⟬arra	0.8076923076923077
arr	arr	0.6730769230769231
arra	arra	0.6842105263157895
ngem	ngm	0.12000000000000001
try	trie	0.060606060606060615
	e	0.14408973252804141
try	tri	0.060606060606060615
⟬cou	⟬cou	0.8947368421052632
y	i	0.017015706806282727
y 's	ie 's	0.0909090909090909
ry 	rie 	0.0909090909090909
unt	unt	0.7111111111111111
count	count	0.8518518518518519
 	 	0.3499999999999999
ount	ount	0.8275862068965517
ountr	ountr	0.9166666666666666
ry '	rie '	0.09523809523809525
untry	untri	0.0909090909090909
 	e 	0.03333333333333333
⟬coun	⟬coun	0.8823529411764706
 's	 's	0.8333333333333334
ry	ri	0.014814814814814814
ntry	ntrie	0.08333333333333333
ntry	ntri	0.08333333333333333
cou	cou	0.8333333333333334
untr	untr	0.9259259259259259
coun	coun	0.8823529411764706
 's	e 's	0.08333333333333333
y '	ie '	0.08695652173913045
 '	e '	0.06451612903225806
's	's	0.8695652173913043
 '	 '	0.6774193548387096
y	ie	0.005235602094240838
ou	ou	0.8237704918032787
y 	ie 	0.07999999999999999
ry	rie	0.014814814814814814
try 	trie 	0.09523809523809525
oun	oun	0.746031746031746
fe	fe	0.6823529411764706
efere	efere	0.7647058823529411
rence	renc	0.047619047619047616
efe	efe	0.7843137254901961
refer	refer	0.8604651162790697
ere	ere	0.5612244897959183
nces	ncs	0.047619047619047616
ren	ren	0.574468085106383
⟬re	⟬re	0.9547169811320755
refe	refe	0.8085106382978723
ences	encs	0.06896551724137931
renc	renc	0.5869565217391305
erenc	erenc	0.6764705882352942
nce	nc	0.011560693641618495
ce	c	0.021621621621621626
ces	cs	0.021276595744680854
enc	enc	0.5263157894736842
⟬ref	⟬ref	0.8679245283018868
eren	eren	0.5510204081632653
ef	ef	0.7830188679245284
⟬r	⟬r	0.9896193771626297
feren	feren	0.631578947368421
⟬refe	⟬refe	0.8780487804878049
fere	fere	0.6511627906976745
fer	fer	0.7121212121212122
ence	enc	0.02409638554216868
ref	ref	0.8596491228070176
efer	efer	0.74
cuti	cuti	0.875
e	ce	0.0042689434364994675
	c	0.049180327868852444
ec	cec	0.020661157024793392
cutin	cutin	0.9523809523809523
ting	ting	0.7866666666666666
ecuti	ecuti	0.9130434782608695
exec	excec	0.19230769230769232
utin	utin	0.9166666666666666
ex	ex	0.8809523809523809
xe	xce	0.18181818181818182
xecu	xcecu	0.2
ecut	ecut	0.7419354838709677
ecu	cecu	0.14285714285714285
cu	cu	0.6574074074074074
ecu	ecu	0.7142857142857143
uting	uting	0.9545454545454546
ecut	cecut	0.16129032258064513
cut	cut	0.8571428571428571
uti	uti	0.8085106382978723
x	xc	0.05333333333333334
ut	ut	0.7886178861788617
tin	tin	0.7708333333333334
exe	exce	0.1875
⟬exe	⟬exce	0.1875
ex	exc	0.06349206349206349
xec	xcec	0.19230769230769232
⟬ex	⟬ex	0.88
⟬ex	⟬exc	0.06399999999999999
ica	ica	0.7142857142857143
⟬em	⟬em	0.7464788732394366
pir	per	0.07142857142857141
i	e	0.02136514983351831
mpi	mpe	0.0909090909090909
pi	pe	0.028571428571428577
irica	erica	0.08333333333333333
iric	eric	0.07999999999999999
ir	er	0.03921568627450981
⟬empi	⟬empe	0.0909090909090909
mpir	mper	0.0909090909090909
rica	rica	0.8064516129032258
ical	ical	0.7368421052631579
piri	peri	0.08333333333333333
rical	rical	0.8620689655172413
mp	mp	0.8260869565217391
em	em	0.6489795918367347
empir	emper	0.0909090909090909
cal	cal	0.8
⟬emp	⟬emp	0.9230769230769231
mpiri	mperi	0.0909090909090909
iri	eri	0.08823529411764706
ric	ric	0.7872340425531915
emp	emp	0.7708333333333334
empi	empe	0.0909090909090909
piric	peric	0.0909090909090909
rass	rras	0.15555555555555556
sse	se	0.2972972972972973
ssed	sed	0.1891891891891892
sed	ed	0.11290322580645162
asse	ase	0.2564102564102564
asse	rase	0.07692307692307693
assed	ased	0.18518518518518515
se	e	0.0905511811023622
s		0.06864216054013503
ass	ras	0.0673076923076923
ss	s	0.36789297658862874
ass	as	0.3461538461538461
roun	run	0.05555555555555554
⟬arou	⟬aru	0.0909090909090909
arou	aru	0.08695652173913045
⟬aro	⟬ar	0.08333333333333333
aroun	arun	0.0909090909090909
ound	und	0.041666666666666664
rou	ru	0.03225806451612903
ou	u	0.020491803278688523
o		0.02480752780153978
aro	ar	0.08333333333333333
nd	nd	0.8632075471698113
und	und	0.7166666666666667
oun	un	0.047619047619047616
round	rund	0.057142857142857134
ro	r	0.018587360594795543
libi	abi	0.09523809523809525
fall	fala	0.0909090909090909
ilit	ilit	0.5131578947368421
ility	ility	0.6470588235294118
inf	inf	0.9166666666666666
all	ala	0.011235955056179777
ili	ili	0.4528301886792453
nfall	nfala	0.0909090909090909
ibi	bi	0.05660377358490567
ity	ity	0.7654320987654321
fa	fa	0.9090909090909091
infal	infal	0.9545454545454546
nfal	nfal	0.9545454545454546
nfa	nfa	0.9130434782608695
allib	alab	0.0909090909090909
it	it	0.6650485436893204
falli	fala	0.0909090909090909
l	a	0.0009794319294809013
llibi	labi	0.09523809523809525
lib	ab	0.06666666666666667
libil	abil	0.09523809523809525
ibili	bili	0.06818181818181818
bi	bi	0.6777777777777778
alli	ala	0.07407407407407407
bilit	bilit	0.6181818181818182
li	a	0.005899705014749265
ty	ty	0.864406779661017
nf	nf	0.9387755102040817
⟬inf	⟬inf	0.9428571428571428
⟬i	⟬i	0.9604743083003953
lli	la	0.03846153846153846
fal	fal	0.9545454545454546
infa	infa	0.9130434782608695
lit	lit	0.7272727272727273
llib	lab	0.0909090909090909
lity	lity	0.8214285714285714
ibil	bil	0.06521739130434781
bili	bili	0.53125
